KANWIL;AREA;CABANG;TIPE;ASPEK;ELEMENT;SCORE
KANWIL SURABAYA;AREA PAMEKASAN;CPS KETAPANG;SYARIAH;RO;Sikap yang Dilakukan RO Saat Mengakhiri Layanan;
KANWIL SURABAYA;AREA PAMEKASAN;CPS KETAPANG;SYARIAH;RO;Kegiatan RO Lainnya;
KANWIL SURABAYA;AREA PROBOLINGGO;CPS PROBOLINGGO;SYARIAH;RO;RO;
KANWIL SURABAYA;AREA PROBOLINGGO;CPS PROBOLINGGO;SYARIAH;RO;Sikap RO Saat Menyambut Nasabah Datang;
KANWIL SURABAYA;AREA PROBOLINGGO;CPS PROBOLINGGO;SYARIAH;RO;Penampilan RO;
KANWIL SURABAYA;AREA PROBOLINGGO;CPS PROBOLINGGO;SYARIAH;RO;Sikap RO Saat Melayani Nasabah;
KANWIL SURABAYA;AREA PROBOLINGGO;CPS PROBOLINGGO;SYARIAH;RO;Skill RO;
KANWIL SURABAYA;AREA PROBOLINGGO;CPS PROBOLINGGO;SYARIAH;RO;Sikap yang Dilakukan RO Saat Mengakhiri Layanan;
KANWIL SURABAYA;AREA PROBOLINGGO;CPS PROBOLINGGO;SYARIAH;RO;Kegiatan RO Lainnya;
KANWIL MAKASAR;AREA MAKASAR 2;CP PANAKKUKANG;KONVEN;RO;RO;
KANWIL MAKASAR;AREA MAKASAR 2;CP PANAKKUKANG;KONVEN;RO;Sikap RO Saat Menyambut Nasabah Datang;
KANWIL MAKASAR;AREA MAKASAR 2;CP PANAKKUKANG;KONVEN;RO;Penampilan RO;
KANWIL MAKASAR;AREA MAKASAR 2;CP PANAKKUKANG;KONVEN;RO;Sikap RO Saat Melayani Nasabah;
KANWIL MAKASAR;AREA MAKASAR 2;CP PANAKKUKANG;KONVEN;RO;Skill RO;
KANWIL MAKASAR;AREA MAKASAR 2;CP PANAKKUKANG;KONVEN;RO;Sikap yang Dilakukan RO Saat Mengakhiri Layanan;
KANWIL MAKASAR;AREA MAKASAR 2;CP PANAKKUKANG;KONVEN;RO;Kegiatan RO Lainnya;
KANWIL SEMARANG;AREA TEGAL;CP SLAWI;KONVEN;RO;RO;
KANWIL SEMARANG;AREA TEGAL;CP SLAWI;KONVEN;RO;Sikap RO Saat Menyambut Nasabah Datang;
KANWIL SEMARANG;AREA TEGAL;CP SLAWI;KONVEN;RO;Penampilan RO;
KANWIL SEMARANG;AREA TEGAL;CP SLAWI;KONVEN;RO;Sikap RO Saat Melayani Nasabah;
KANWIL SEMARANG;AREA TEGAL;CP SLAWI;KONVEN;RO;Skill RO;
KANWIL SEMARANG;AREA TEGAL;CP SLAWI;KONVEN;RO;Sikap yang Dilakukan RO Saat Mengakhiri Layanan;
KANWIL SEMARANG;AREA TEGAL;CP SLAWI;KONVEN;RO;Kegiatan RO Lainnya;
KANWIL SEMARANG;AREA TEGAL;CP PEMALANG;KONVEN;RO;RO;
KANWIL SEMARANG;AREA TEGAL;CP PEMALANG;KONVEN;RO;Sikap RO Saat Menyambut Nasabah Datang;
KANWIL SEMARANG;AREA TEGAL;CP PEMALANG;KONVEN;RO;Penampilan RO;
KANWIL SEMARANG;AREA TEGAL;CP PEMALANG;KONVEN;RO;Sikap RO Saat Melayani Nasabah;
KANWIL SEMARANG;AREA TEGAL;CP PEMALANG;KONVEN;RO;Skill RO;
KANWIL SEMARANG;AREA TEGAL;CP PEMALANG;KONVEN;RO;Sikap yang Dilakukan RO Saat Mengakhiri Layanan;
KANWIL SEMARANG;AREA TEGAL;CP PEMALANG;KONVEN;RO;Kegiatan RO Lainnya;
KANWIL SEMARANG;AREA SURAKARTA;CPS SOLO BARU;SYARIAH;RO;RO;
KANWIL SEMARANG;AREA SURAKARTA;CPS SOLO BARU;SYARIAH;RO;Sikap RO Saat Menyambut Nasabah Datang;
KANWIL SEMARANG;AREA SURAKARTA;CPS SOLO BARU;SYARIAH;RO;Penampilan RO;
KANWIL SEMARANG;AREA SURAKARTA;CPS SOLO BARU;SYARIAH;RO;Sikap RO Saat Melayani Nasabah;
KANWIL SEMARANG;AREA SURAKARTA;CPS SOLO BARU;SYARIAH;RO;Skill RO;
KANWIL SEMARANG;AREA SURAKARTA;CPS SOLO BARU;SYARIAH;RO;Sikap yang Dilakukan RO Saat Mengakhiri Layanan;
KANWIL SEMARANG;AREA SURAKARTA;CPS SOLO BARU;SYARIAH;RO;Kegiatan RO Lainnya;
KANWIL SURABAYA;AREA PAMEKASAN;CPS PASEAN;SYARIAH;RO;RO;
KANWIL SURABAYA;AREA PAMEKASAN;CPS PASEAN;SYARIAH;RO;Sikap RO Saat Menyambut Nasabah Datang;
KANWIL SURABAYA;AREA PAMEKASAN;CPS PASEAN;SYARIAH;RO;Penampilan RO;
KANWIL SURABAYA;AREA PAMEKASAN;CPS PASEAN;SYARIAH;RO;Sikap RO Saat Melayani Nasabah;
KANWIL SURABAYA;AREA PAMEKASAN;CPS PASEAN;SYARIAH;RO;Skill RO;
KANWIL SURABAYA;AREA PAMEKASAN;CPS PASEAN;SYARIAH;RO;Sikap yang Dilakukan RO Saat Mengakhiri Layanan;
KANWIL SURABAYA;AREA PAMEKASAN;CPS PASEAN;SYARIAH;RO;Kegiatan RO Lainnya;
KANWIL SURABAYA;AREA PAMEKASAN;CPS PRENDUAN;SYARIAH;RO;RO;
KANWIL SURABAYA;AREA PAMEKASAN;CPS PRENDUAN;SYARIAH;RO;Sikap RO Saat Menyambut Nasabah Datang;
KANWIL SURABAYA;AREA PAMEKASAN;CPS PRENDUAN;SYARIAH;RO;Penampilan RO;
KANWIL SURABAYA;AREA PAMEKASAN;CPS PRENDUAN;SYARIAH;RO;Sikap RO Saat Melayani Nasabah;
KANWIL SURABAYA;AREA PAMEKASAN;CPS PRENDUAN;SYARIAH;RO;Skill RO;
KANWIL SURABAYA;AREA PAMEKASAN;CPS PRENDUAN;SYARIAH;RO;Sikap yang Dilakukan RO Saat Mengakhiri Layanan;
KANWIL SURABAYA;AREA PAMEKASAN;CPS PRENDUAN;SYARIAH;RO;Kegiatan RO Lainnya;
KANWIL DENPASAR;AREA DENPASAR;CP KRENENG;KONVEN;RO;RO;95,83333333
KANWIL DENPASAR;AREA DENPASAR;CP KRENENG;KONVEN;RO;Sikap RO Saat Menyambut Nasabah Datang;100
KANWIL DENPASAR;AREA DENPASAR;CP KRENENG;KONVEN;RO;Penampilan RO;100
KANWIL DENPASAR;AREA DENPASAR;CP KRENENG;KONVEN;RO;Sikap RO Saat Melayani Nasabah;75
KANWIL DENPASAR;AREA DENPASAR;CP KRENENG;KONVEN;RO;Skill RO;100
KANWIL DENPASAR;AREA DENPASAR;CP KRENENG;KONVEN;RO;Sikap yang Dilakukan RO Saat Mengakhiri Layanan;100
KANWIL DENPASAR;AREA DENPASAR;CP KRENENG;KONVEN;RO;Kegiatan RO Lainnya;100
KANWIL DENPASAR;AREA DENPASAR;CP NEGARA;KONVEN;RO;RO;
KANWIL DENPASAR;AREA DENPASAR;CP NEGARA;KONVEN;RO;Sikap RO Saat Menyambut Nasabah Datang;
KANWIL DENPASAR;AREA DENPASAR;CP NEGARA;KONVEN;RO;Penampilan RO;
KANWIL DENPASAR;AREA DENPASAR;CP NEGARA;KONVEN;RO;Sikap RO Saat Melayani Nasabah;
KANWIL DENPASAR;AREA DENPASAR;CP NEGARA;KONVEN;RO;Skill RO;
KANWIL DENPASAR;AREA DENPASAR;CP NEGARA;KONVEN;RO;Sikap yang Dilakukan RO Saat Mengakhiri Layanan;
KANWIL DENPASAR;AREA DENPASAR;CP NEGARA;KONVEN;RO;Kegiatan RO Lainnya;
KANWIL DENPASAR;AREA DENPASAR;CP SEMARAPURA;KONVEN;RO;RO;
KANWIL DENPASAR;AREA DENPASAR;CP SEMARAPURA;KONVEN;RO;Sikap RO Saat Menyambut Nasabah Datang;
KANWIL DENPASAR;AREA DENPASAR;CP SEMARAPURA;KONVEN;RO;Penampilan RO;
KANWIL DENPASAR;AREA DENPASAR;CP SEMARAPURA;KONVEN;RO;Sikap RO Saat Melayani Nasabah;
KANWIL DENPASAR;AREA DENPASAR;CP SEMARAPURA;KONVEN;RO;Skill RO;
KANWIL DENPASAR;AREA DENPASAR;CP SEMARAPURA;KONVEN;RO;Sikap yang Dilakukan RO Saat Mengakhiri Layanan;
KANWIL DENPASAR;AREA DENPASAR;CP SEMARAPURA;KONVEN;RO;Kegiatan RO Lainnya;
KANWIL DENPASAR;AREA DENPASAR;CP AMLAPURA;KONVEN;RO;RO;
KANWIL DENPASAR;AREA DENPASAR;CP AMLAPURA;KONVEN;RO;Sikap RO Saat Menyambut Nasabah Datang;
KANWIL DENPASAR;AREA DENPASAR;CP AMLAPURA;KONVEN;RO;Penampilan RO;
KANWIL DENPASAR;AREA DENPASAR;CP AMLAPURA;KONVEN;RO;Sikap RO Saat Melayani Nasabah;
KANWIL DENPASAR;AREA DENPASAR;CP AMLAPURA;KONVEN;RO;Skill RO;
KANWIL DENPASAR;AREA DENPASAR;CP AMLAPURA;KONVEN;RO;Sikap yang Dilakukan RO Saat Mengakhiri Layanan;
KANWIL DENPASAR;AREA DENPASAR;CP AMLAPURA;KONVEN;RO;Kegiatan RO Lainnya;
KANWIL DENPASAR;AREA DENPASAR;CP MENGWI;KONVEN;RO;RO;
KANWIL DENPASAR;AREA DENPASAR;CP MENGWI;KONVEN;RO;Sikap RO Saat Menyambut Nasabah Datang;
KANWIL DENPASAR;AREA DENPASAR;CP MENGWI;KONVEN;RO;Penampilan RO;
KANWIL DENPASAR;AREA DENPASAR;CP MENGWI;KONVEN;RO;Sikap RO Saat Melayani Nasabah;
KANWIL DENPASAR;AREA DENPASAR;CP MENGWI;KONVEN;RO;Skill RO;
KANWIL DENPASAR;AREA DENPASAR;CP MENGWI;KONVEN;RO;Sikap yang Dilakukan RO Saat Mengakhiri Layanan;
KANWIL DENPASAR;AREA DENPASAR;CP MENGWI;KONVEN;RO;Kegiatan RO Lainnya;
KANWIL DENPASAR;AREA DOMPU;CP SAPE;KONVEN;RO;RO;73,61111111
KANWIL DENPASAR;AREA DOMPU;CP SAPE;KONVEN;RO;Sikap RO Saat Menyambut Nasabah Datang;75
KANWIL DENPASAR;AREA DOMPU;CP SAPE;KONVEN;RO;Penampilan RO;66,66666667
KANWIL DENPASAR;AREA DOMPU;CP SAPE;KONVEN;RO;Sikap RO Saat Melayani Nasabah;50
KANWIL DENPASAR;AREA DOMPU;CP SAPE;KONVEN;RO;Skill RO;50
KANWIL DENPASAR;AREA DOMPU;CP SAPE;KONVEN;RO;Sikap yang Dilakukan RO Saat Mengakhiri Layanan;100
KANWIL DENPASAR;AREA DOMPU;CP SAPE;KONVEN;RO;Kegiatan RO Lainnya;100
KANWIL DENPASAR;AREA KUPANG;CP ATAMBUA;KONVEN;RO;RO;
KANWIL DENPASAR;AREA KUPANG;CP ATAMBUA;KONVEN;RO;Sikap RO Saat Menyambut Nasabah Datang;
KANWIL DENPASAR;AREA KUPANG;CP ATAMBUA;KONVEN;RO;Penampilan RO;
KANWIL DENPASAR;AREA KUPANG;CP ATAMBUA;KONVEN;RO;Sikap RO Saat Melayani Nasabah;
KANWIL DENPASAR;AREA KUPANG;CP ATAMBUA;KONVEN;RO;Skill RO;
KANWIL DENPASAR;AREA KUPANG;CP ATAMBUA;KONVEN;RO;Sikap yang Dilakukan RO Saat Mengakhiri Layanan;
KANWIL DENPASAR;AREA KUPANG;CP ATAMBUA;KONVEN;RO;Kegiatan RO Lainnya;
KANWIL DENPASAR;AREA DENPASAR;CP SINGARAJA;KONVEN;RO;RO;
KANWIL DENPASAR;AREA DENPASAR;CP SINGARAJA;KONVEN;RO;Sikap RO Saat Menyambut Nasabah Datang;
KANWIL DENPASAR;AREA DENPASAR;CP SINGARAJA;KONVEN;RO;Penampilan RO;
KANWIL DENPASAR;AREA DENPASAR;CP SINGARAJA;KONVEN;RO;Sikap RO Saat Melayani Nasabah;
KANWIL DENPASAR;AREA DENPASAR;CP SINGARAJA;KONVEN;RO;Skill RO;
KANWIL DENPASAR;AREA DENPASAR;CP SINGARAJA;KONVEN;RO;Sikap yang Dilakukan RO Saat Mengakhiri Layanan;
KANWIL DENPASAR;AREA DENPASAR;CP SINGARAJA;KONVEN;RO;Kegiatan RO Lainnya;
KANWIL DENPASAR;AREA DOMPU;CP TENTE;KONVEN;RO;RO;
KANWIL DENPASAR;AREA DOMPU;CP TENTE;KONVEN;RO;Sikap RO Saat Menyambut Nasabah Datang;
KANWIL DENPASAR;AREA DOMPU;CP TENTE;KONVEN;RO;Penampilan RO;
KANWIL DENPASAR;AREA DOMPU;CP TENTE;KONVEN;RO;Sikap RO Saat Melayani Nasabah;
KANWIL DENPASAR;AREA DOMPU;CP TENTE;KONVEN;RO;Skill RO;
KANWIL DENPASAR;AREA DOMPU;CP TENTE;KONVEN;RO;Sikap yang Dilakukan RO Saat Mengakhiri Layanan;
KANWIL DENPASAR;AREA DOMPU;CP TENTE;KONVEN;RO;Kegiatan RO Lainnya;
KANWIL DENPASAR;AREA DENPASAR;CP KUTA;KONVEN;RO;RO;
KANWIL DENPASAR;AREA DENPASAR;CP KUTA;KONVEN;RO;Sikap RO Saat Menyambut Nasabah Datang;
KANWIL DENPASAR;AREA DENPASAR;CP KUTA;KONVEN;RO;Penampilan RO;
KANWIL DENPASAR;AREA DENPASAR;CP KUTA;KONVEN;RO;Sikap RO Saat Melayani Nasabah;
KANWIL DENPASAR;AREA DENPASAR;CP KUTA;KONVEN;RO;Skill RO;
KANWIL DENPASAR;AREA DENPASAR;CP KUTA;KONVEN;RO;Sikap yang Dilakukan RO Saat Mengakhiri Layanan;
KANWIL DENPASAR;AREA DENPASAR;CP KUTA;KONVEN;RO;Kegiatan RO Lainnya;
KANWIL DENPASAR;AREA DOMPU;CP DOMPU;KONVEN;RO;RO;
KANWIL DENPASAR;AREA DOMPU;CP DOMPU;KONVEN;RO;Sikap RO Saat Menyambut Nasabah Datang;
KANWIL DENPASAR;AREA DOMPU;CP DOMPU;KONVEN;RO;Penampilan RO;
KANWIL DENPASAR;AREA DOMPU;CP DOMPU;KONVEN;RO;Sikap RO Saat Melayani Nasabah;
KANWIL DENPASAR;AREA DOMPU;CP DOMPU;KONVEN;RO;Skill RO;
KANWIL DENPASAR;AREA DOMPU;CP DOMPU;KONVEN;RO;Sikap yang Dilakukan RO Saat Mengakhiri Layanan;
KANWIL DENPASAR;AREA DOMPU;CP DOMPU;KONVEN;RO;Kegiatan RO Lainnya;
KANWIL DENPASAR;AREA AMPENAN;CP MATARAM;KONVEN;RO;RO;87,5
KANWIL DENPASAR;AREA AMPENAN;CP MATARAM;KONVEN;RO;Sikap RO Saat Menyambut Nasabah Datang;75
KANWIL DENPASAR;AREA AMPENAN;CP MATARAM;KONVEN;RO;Penampilan RO;75
KANWIL DENPASAR;AREA AMPENAN;CP MATARAM;KONVEN;RO;Sikap RO Saat Melayani Nasabah;100
KANWIL DENPASAR;AREA AMPENAN;CP MATARAM;KONVEN;RO;Skill RO;100
KANWIL DENPASAR;AREA AMPENAN;CP MATARAM;KONVEN;RO;Sikap yang Dilakukan RO Saat Mengakhiri Layanan;75
KANWIL DENPASAR;AREA AMPENAN;CP MATARAM;KONVEN;RO;Kegiatan RO Lainnya;100
KANWIL DENPASAR;AREA ENDE;CP ENDE;KONVEN;RO;RO;
KANWIL DENPASAR;AREA ENDE;CP ENDE;KONVEN;RO;Sikap RO Saat Menyambut Nasabah Datang;
KANWIL DENPASAR;AREA ENDE;CP ENDE;KONVEN;RO;Penampilan RO;
KANWIL DENPASAR;AREA ENDE;CP ENDE;KONVEN;RO;Sikap RO Saat Melayani Nasabah;
KANWIL DENPASAR;AREA ENDE;CP ENDE;KONVEN;RO;Skill RO;
KANWIL DENPASAR;AREA ENDE;CP ENDE;KONVEN;RO;Sikap yang Dilakukan RO Saat Mengakhiri Layanan;
KANWIL DENPASAR;AREA ENDE;CP ENDE;KONVEN;RO;Kegiatan RO Lainnya;
KANWIL DENPASAR;AREA ENDE;CP WOLOWONA;KONVEN;RO;RO;
KANWIL DENPASAR;AREA ENDE;CP WOLOWONA;KONVEN;RO;Sikap RO Saat Menyambut Nasabah Datang;
KANWIL DENPASAR;AREA ENDE;CP WOLOWONA;KONVEN;RO;Penampilan RO;
KANWIL DENPASAR;AREA ENDE;CP WOLOWONA;KONVEN;RO;Sikap RO Saat Melayani Nasabah;
KANWIL DENPASAR;AREA ENDE;CP WOLOWONA;KONVEN;RO;Skill RO;
KANWIL DENPASAR;AREA ENDE;CP WOLOWONA;KONVEN;RO;Sikap yang Dilakukan RO Saat Mengakhiri Layanan;
KANWIL DENPASAR;AREA ENDE;CP WOLOWONA;KONVEN;RO;Kegiatan RO Lainnya;
KANWIL DENPASAR;AREA ENDE;CPS ENDE;SYARIAH;RO;RO;
KANWIL DENPASAR;AREA ENDE;CPS ENDE;SYARIAH;RO;Sikap RO Saat Menyambut Nasabah Datang;
KANWIL DENPASAR;AREA ENDE;CPS ENDE;SYARIAH;RO;Penampilan RO;
KANWIL DENPASAR;AREA ENDE;CPS ENDE;SYARIAH;RO;Sikap RO Saat Melayani Nasabah;
KANWIL DENPASAR;AREA ENDE;CPS ENDE;SYARIAH;RO;Skill RO;
KANWIL DENPASAR;AREA ENDE;CPS ENDE;SYARIAH;RO;Sikap yang Dilakukan RO Saat Mengakhiri Layanan;
KANWIL DENPASAR;AREA ENDE;CPS ENDE;SYARIAH;RO;Kegiatan RO Lainnya;
KANWIL MAKASAR;AREA PARE-PARE;CPS PANGKAJENE;SYARIAH;RO;RO;
KANWIL MAKASAR;AREA PARE-PARE;CPS PANGKAJENE;SYARIAH;RO;Sikap RO Saat Menyambut Nasabah Datang;
KANWIL MAKASAR;AREA PARE-PARE;CPS PANGKAJENE;SYARIAH;RO;Penampilan RO;
KANWIL MAKASAR;AREA PARE-PARE;CPS PANGKAJENE;SYARIAH;RO;Sikap RO Saat Melayani Nasabah;
KANWIL MAKASAR;AREA PARE-PARE;CPS PANGKAJENE;SYARIAH;RO;Skill RO;
KANWIL MAKASAR;AREA PARE-PARE;CPS PANGKAJENE;SYARIAH;RO;Sikap yang Dilakukan RO Saat Mengakhiri Layanan;
KANWIL MAKASAR;AREA PARE-PARE;CPS PANGKAJENE;SYARIAH;RO;Kegiatan RO Lainnya;
KANWIL SEMARANG;AREA TEGAL;CPS PONOLAWEN;SYARIAH;RO;RO;83,33333333
KANWIL SEMARANG;AREA TEGAL;CPS PONOLAWEN;SYARIAH;RO;Sikap RO Saat Menyambut Nasabah Datang;100
KANWIL SEMARANG;AREA TEGAL;CPS PONOLAWEN;SYARIAH;RO;Penampilan RO;100
KANWIL SEMARANG;AREA TEGAL;CPS PONOLAWEN;SYARIAH;RO;Sikap RO Saat Melayani Nasabah;75
KANWIL SEMARANG;AREA TEGAL;CPS PONOLAWEN;SYARIAH;RO;Skill RO;25
KANWIL SEMARANG;AREA TEGAL;CPS PONOLAWEN;SYARIAH;RO;Sikap yang Dilakukan RO Saat Mengakhiri Layanan;100
KANWIL SEMARANG;AREA TEGAL;CPS PONOLAWEN;SYARIAH;RO;Kegiatan RO Lainnya;100
KANWIL DENPASAR;AREA DENPASAR;CP HARDYS;KONVEN;RO;RO;
KANWIL DENPASAR;AREA DENPASAR;CP HARDYS;KONVEN;RO;Sikap RO Saat Menyambut Nasabah Datang;
KANWIL DENPASAR;AREA DENPASAR;CP HARDYS;KONVEN;RO;Penampilan RO;
KANWIL DENPASAR;AREA DENPASAR;CP HARDYS;KONVEN;RO;Sikap RO Saat Melayani Nasabah;
KANWIL DENPASAR;AREA DENPASAR;CP HARDYS;KONVEN;RO;Skill RO;
KANWIL DENPASAR;AREA DENPASAR;CP HARDYS;KONVEN;RO;Sikap yang Dilakukan RO Saat Mengakhiri Layanan;
KANWIL DENPASAR;AREA DENPASAR;CP HARDYS;KONVEN;RO;Kegiatan RO Lainnya;
KANWIL DENPASAR;AREA ENDE;CP LABUAN BAJO;KONVEN;RO;RO;
KANWIL DENPASAR;AREA ENDE;CP LABUAN BAJO;KONVEN;RO;Sikap RO Saat Menyambut Nasabah Datang;
KANWIL DENPASAR;AREA ENDE;CP LABUAN BAJO;KONVEN;RO;Penampilan RO;
KANWIL DENPASAR;AREA ENDE;CP LABUAN BAJO;KONVEN;RO;Sikap RO Saat Melayani Nasabah;
KANWIL DENPASAR;AREA ENDE;CP LABUAN BAJO;KONVEN;RO;Skill RO;
KANWIL DENPASAR;AREA ENDE;CP LABUAN BAJO;KONVEN;RO;Sikap yang Dilakukan RO Saat Mengakhiri Layanan;
KANWIL DENPASAR;AREA ENDE;CP LABUAN BAJO;KONVEN;RO;Kegiatan RO Lainnya;
KANWIL DENPASAR;AREA DENPASAR;CP RENON;KONVEN;RO;RO;
KANWIL DENPASAR;AREA DENPASAR;CP RENON;KONVEN;RO;Sikap RO Saat Menyambut Nasabah Datang;
KANWIL DENPASAR;AREA DENPASAR;CP RENON;KONVEN;RO;Penampilan RO;
KANWIL DENPASAR;AREA DENPASAR;CP RENON;KONVEN;RO;Sikap RO Saat Melayani Nasabah;
KANWIL DENPASAR;AREA DENPASAR;CP RENON;KONVEN;RO;Skill RO;
KANWIL DENPASAR;AREA DENPASAR;CP RENON;KONVEN;RO;Sikap yang Dilakukan RO Saat Mengakhiri Layanan;
KANWIL DENPASAR;AREA DENPASAR;CP RENON;KONVEN;RO;Kegiatan RO Lainnya;
KANWIL DENPASAR;AREA ENDE;CP WAIKABUBAK;KONVEN;RO;RO;91,66666667
KANWIL DENPASAR;AREA ENDE;CP WAIKABUBAK;KONVEN;RO;Sikap RO Saat Menyambut Nasabah Datang;100
KANWIL DENPASAR;AREA ENDE;CP WAIKABUBAK;KONVEN;RO;Penampilan RO;100
KANWIL DENPASAR;AREA ENDE;CP WAIKABUBAK;KONVEN;RO;Sikap RO Saat Melayani Nasabah;50
KANWIL DENPASAR;AREA ENDE;CP WAIKABUBAK;KONVEN;RO;Skill RO;100
KANWIL DENPASAR;AREA ENDE;CP WAIKABUBAK;KONVEN;RO;Sikap yang Dilakukan RO Saat Mengakhiri Layanan;100
KANWIL DENPASAR;AREA ENDE;CP WAIKABUBAK;KONVEN;RO;Kegiatan RO Lainnya;100
KANWIL DENPASAR;AREA DENPASAR;CP JIMBARAN;KONVEN;RO;RO;
KANWIL DENPASAR;AREA DENPASAR;CP JIMBARAN;KONVEN;RO;Sikap RO Saat Menyambut Nasabah Datang;
KANWIL DENPASAR;AREA DENPASAR;CP JIMBARAN;KONVEN;RO;Penampilan RO;
KANWIL DENPASAR;AREA DENPASAR;CP JIMBARAN;KONVEN;RO;Sikap RO Saat Melayani Nasabah;
KANWIL DENPASAR;AREA DENPASAR;CP JIMBARAN;KONVEN;RO;Skill RO;
KANWIL DENPASAR;AREA DENPASAR;CP JIMBARAN;KONVEN;RO;Sikap yang Dilakukan RO Saat Mengakhiri Layanan;
KANWIL DENPASAR;AREA DENPASAR;CP JIMBARAN;KONVEN;RO;Kegiatan RO Lainnya;
KANWIL DENPASAR;AREA ENDE;CP WAITABULA;KONVEN;RO;RO;87,5
KANWIL DENPASAR;AREA ENDE;CP WAITABULA;KONVEN;RO;Sikap RO Saat Menyambut Nasabah Datang;100
KANWIL DENPASAR;AREA ENDE;CP WAITABULA;KONVEN;RO;Penampilan RO;100
KANWIL DENPASAR;AREA ENDE;CP WAITABULA;KONVEN;RO;Sikap RO Saat Melayani Nasabah;50
KANWIL DENPASAR;AREA ENDE;CP WAITABULA;KONVEN;RO;Skill RO;75
KANWIL DENPASAR;AREA ENDE;CP WAITABULA;KONVEN;RO;Sikap yang Dilakukan RO Saat Mengakhiri Layanan;100
KANWIL DENPASAR;AREA ENDE;CP WAITABULA;KONVEN;RO;Kegiatan RO Lainnya;100
KANWIL DENPASAR;AREA ENDE;CP LARANTUKA;KONVEN;RO;RO;
KANWIL DENPASAR;AREA ENDE;CP LARANTUKA;KONVEN;RO;Sikap RO Saat Menyambut Nasabah Datang;
KANWIL DENPASAR;AREA ENDE;CP LARANTUKA;KONVEN;RO;Penampilan RO;
KANWIL DENPASAR;AREA ENDE;CP LARANTUKA;KONVEN;RO;Sikap RO Saat Melayani Nasabah;
KANWIL DENPASAR;AREA ENDE;CP LARANTUKA;KONVEN;RO;Skill RO;
KANWIL DENPASAR;AREA ENDE;CP LARANTUKA;KONVEN;RO;Sikap yang Dilakukan RO Saat Mengakhiri Layanan;
KANWIL DENPASAR;AREA ENDE;CP LARANTUKA;KONVEN;RO;Kegiatan RO Lainnya;
KANWIL MAKASAR;AREA BANTAENG;CP WATAMPONE;KONVEN;RO;RO;
KANWIL MAKASAR;AREA BANTAENG;CP WATAMPONE;KONVEN;RO;Sikap RO Saat Menyambut Nasabah Datang;
KANWIL MAKASAR;AREA BANTAENG;CP WATAMPONE;KONVEN;RO;Penampilan RO;
KANWIL MAKASAR;AREA BANTAENG;CP WATAMPONE;KONVEN;RO;Sikap RO Saat Melayani Nasabah;
KANWIL MAKASAR;AREA BANTAENG;CP WATAMPONE;KONVEN;RO;Skill RO;
KANWIL MAKASAR;AREA BANTAENG;CP WATAMPONE;KONVEN;RO;Sikap yang Dilakukan RO Saat Mengakhiri Layanan;
KANWIL MAKASAR;AREA BANTAENG;CP WATAMPONE;KONVEN;RO;Kegiatan RO Lainnya;
KANWIL SURABAYA;AREA MALANG;CP BLIMBING;KONVEN;RO;RO;
KANWIL SURABAYA;AREA MALANG;CP BLIMBING;KONVEN;RO;Sikap RO Saat Menyambut Nasabah Datang;
KANWIL SURABAYA;AREA MALANG;CP BLIMBING;KONVEN;RO;Penampilan RO;
KANWIL SURABAYA;AREA MALANG;CP BLIMBING;KONVEN;RO;Sikap RO Saat Melayani Nasabah;
KANWIL SURABAYA;AREA MALANG;CP BLIMBING;KONVEN;RO;Skill RO;
KANWIL SURABAYA;AREA MALANG;CP BLIMBING;KONVEN;RO;Sikap yang Dilakukan RO Saat Mengakhiri Layanan;
KANWIL SURABAYA;AREA MALANG;CP BLIMBING;KONVEN;RO;Kegiatan RO Lainnya;
KANWIL SURABAYA;AREA MADIUN;CP MADIUN;KONVEN;RO;RO;87,5
KANWIL SURABAYA;AREA MADIUN;CP MADIUN;KONVEN;RO;Sikap RO Saat Menyambut Nasabah Datang;100
KANWIL SURABAYA;AREA MADIUN;CP MADIUN;KONVEN;RO;Penampilan RO;100
KANWIL SURABAYA;AREA MADIUN;CP MADIUN;KONVEN;RO;Sikap RO Saat Melayani Nasabah;100
KANWIL SURABAYA;AREA MADIUN;CP MADIUN;KONVEN;RO;Skill RO;25
KANWIL SURABAYA;AREA MADIUN;CP MADIUN;KONVEN;RO;Sikap yang Dilakukan RO Saat Mengakhiri Layanan;100
KANWIL SURABAYA;AREA MADIUN;CP MADIUN;KONVEN;RO;Kegiatan RO Lainnya;100
KANWIL SURABAYA;AREA SURABAYA 1;CP WONOKROMO;KONVEN;RO;RO;
KANWIL SURABAYA;AREA SURABAYA 1;CP WONOKROMO;KONVEN;RO;Sikap RO Saat Menyambut Nasabah Datang;
KANWIL SURABAYA;AREA SURABAYA 1;CP WONOKROMO;KONVEN;RO;Penampilan RO;
KANWIL SURABAYA;AREA SURABAYA 1;CP WONOKROMO;KONVEN;RO;Sikap RO Saat Melayani Nasabah;
KANWIL SURABAYA;AREA SURABAYA 1;CP WONOKROMO;KONVEN;RO;Skill RO;
KANWIL SURABAYA;AREA SURABAYA 1;CP WONOKROMO;KONVEN;RO;Sikap yang Dilakukan RO Saat Mengakhiri Layanan;
KANWIL SURABAYA;AREA SURABAYA 1;CP WONOKROMO;KONVEN;RO;Kegiatan RO Lainnya;
KANWIL SURABAYA;AREA MALANG;CP KEPANJEN;KONVEN;RO;RO;
