KANWIL;AREA;CABANG;KATEGORI;ASPEK;ELEMENT;SCORE
KANWIL PALEMBANG; AREA LAMPUNG;CP KOTABUMI;cabang;RO;Sikap Saat Mengakhiri Pelayanan;100
KANWIL MEDAN; AREA MEDAN 1;CP PKL BRANDAN;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MEDAN; AREA MEDAN 1;CP TANJUNG PURA;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL DENPASAR; AREA AMPENAN;CP GERUNG;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL DENPASAR; AREA AMPENAN;CP KOPANG;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL DENPASAR; AREA AMPENAN;CP SAKRA;cabang;RO;Sikap Saat Mengakhiri Pelayanan;50
KANWIL DENPASAR; AREA AMPENAN;CP SELONG;cabang;RO;Sikap Saat Mengakhiri Pelayanan;50
KANWIL DENPASAR; AREA AMPENAN;CP KRUAK;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL DENPASAR; AREA AMPENAN;CP AIKMEL;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL DENPASAR; AREA AMPENAN;CP TANJUNG LOR;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL PALEMBANG; AREA JAMBI;CP LUBUK LINGGAU;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MAKASAR; AREA PALOPO;CP MALILI;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MAKASAR; AREA PALOPO;CP MASAMBA;cabang;RO;Sikap Saat Mengakhiri Pelayanan;20
KANWIL SURABAYA; AREA MADIUN;CP MADIUN;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL SEMARANG; AREA YOGYAKARTA;CP MAGELANG;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL BANDUNG; AREA TASIKMALAYA;CP JATIWANGI;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL BANDUNG; AREA TASIKMALAYA;CP MAJALENGKA;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MAKASAR; AREA MAKASAR 1;CP SUDIANG;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MAKASAR; AREA MAKASAR 1;CP PELITA;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MAKASAR; AREA MAKASAR 2;CP MAKASSAR;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MAKASAR; AREA MAKASAR 2;CP PARANGTAMBUNG;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MAKASAR; AREA MAKASAR 2;CP PABAENGBAENG;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MAKASAR; AREA MAKASAR 2;CP PANAKKUKANG;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MAKASAR; AREA MAKASAR 1;CP ANTANG;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MAKASAR; AREA MAKASAR 1;CP MALIMONGAN BARU;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL SURABAYA; AREA MALANG;CP KOTALAMA;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL SURABAYA; AREA MALANG;CP TLOGOMAS;cabang;RO;Sikap Saat Mengakhiri Pelayanan;50
KANWIL SURABAYA; AREA MALANG;CP MALANG;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL SURABAYA; AREA MALANG;CP KEPANJEN;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MAKASAR; AREA AMBON;CP MASOHI;cabang;RO;Sikap Saat Mengakhiri Pelayanan;80
KANWIL MANADO; AREA MANADO 1;CP MALALAYANG;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MANADO; AREA MANADO 1;CP MANADO UTARA;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL DENPASAR; AREA ENDE;CP RUTENG;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL DENPASAR; AREA ENDE;CP LABUAN BAJO;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MANADO; AREA SORONG;CP MANOKWARI;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MAKASAR; AREA MAKASAR 1;CP MAROS;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL DENPASAR; AREA AMPENAN;CP MATARAM;cabang;RO;Sikap Saat Mengakhiri Pelayanan;100
KANWIL DENPASAR; AREA AMPENAN;CP AMPENAN;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL DENPASAR; AREA AMPENAN;CP SWETA;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MEDAN; AREA MEDAN 1;CP HELVETIA;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MEDAN; AREA MEDAN 2;CP PADANG BULAN;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MEDAN; AREA MEDAN 1;CP MEDAN SUNGGAL;cabang;RO;Sikap Saat Mengakhiri Pelayanan;75
KANWIL MEDAN; AREA MEDAN 1;CP KP LALANG;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MEDAN; AREA MEDAN 2;CPS SETIA BUDI;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MEDAN; AREA MEDAN 1;CP MEDAN KARYA;cabang;RO;Sikap Saat Mengakhiri Pelayanan;110
KANWIL MEDAN; AREA MEDAN 1;CP MEDAN PETISAH;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MEDAN; AREA MEDAN 2;CP PRINGGAN;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MEDAN; AREA MEDAN 2;CP SETIA BUDI;cabang;RO;Sikap Saat Mengakhiri Pelayanan;25
KANWIL MEDAN; AREA MEDAN 1;CP KRAKATAU;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MEDAN; AREA MEDAN 1;CP GAHARU;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MEDAN; AREA MEDAN 2;CP SIMPANG LIMUN;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MEDAN; AREA MEDAN 1;CP PULO BRAYAN;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MEDAN; AREA MEDAN 2;CP MANDALA;cabang;RO;Sikap Saat Mengakhiri Pelayanan;25
KANWIL MANADO; AREA SORONG;CP TIMIKA;cabang;RO;Sikap Saat Mengakhiri Pelayanan;110
KANWIL MANADO; AREA MANADO 2;CP AIRMADIDI;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MAKASAR; AREA KENDARI;CP RAHA;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL BANDUNG; AREA BANDUNG 2;CPS MAJALAYA;cabang;RO;Sikap Saat Mengakhiri Pelayanan;25
KANWIL PEKANBARU; AREA PADANG;CPS UJUNG GURUN;cabang;RO;Sikap Saat Mengakhiri Pelayanan;80
KANWIL BALIKPAPAN; AREA BANJARMASIN;CP PALANGKARAYA;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL PALEMBANG; AREA PALEMBANG;CP JAKABARING;cabang;RO;Sikap Saat Mengakhiri Pelayanan;75
KANWIL PALEMBANG; AREA PALEMBANG;CP KENTEN;cabang;RO;Sikap Saat Mengakhiri Pelayanan;75
KANWIL MAKASAR; AREA PALOPO;CP PASAR SENTRAL PALOPO;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MAKASAR; AREA PALOPO;CP PALOPO;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MAKASAR; AREA PALOPO;CPS L U W U;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL PALEMBANG; AREA PALEMBANG;CP PANGKAL PINANG;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MAKASAR; AREA PARE-PARE;CP PARE PARE;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL SURABAYA; AREA PROBOLINGGO;CP PASURUAN;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL SURABAYA; AREA PROBOLINGGO;CP PANDAAN;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL SEMARANG; AREA TEGAL;CPS PONOLAWEN;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL SEMARANG; AREA TEGAL;CP PEKALONGAN;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL PEKANBARU; AREA PEKANBARU;CP PEKANBARU KOTA;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL PEKANBARU; AREA PEKANBARU;CP PANAM;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL PEKANBARU; AREA PEKANBARU;CP PANGKALAN KERINCI;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL SEMARANG; AREA TEGAL;CP PEMALANG;cabang;RO;Sikap Saat Mengakhiri Pelayanan;50
KANWIL MAKASAR; AREA PARE-PARE;CP PINRANG;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MAKASAR; AREA PARE-PARE;CP WONOMULYO;cabang;RO;Sikap Saat Mengakhiri Pelayanan;80
KANWIL MAKASAR; AREA PARE-PARE;CP POLEWALI;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL BALIKPAPAN; AREA PONTIANAK;CP SUNGAI JAWI;cabang;RO;Sikap Saat Mengakhiri Pelayanan;75
KANWIL BALIKPAPAN; AREA PONTIANAK;CP KEMUNING;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL BALIKPAPAN; AREA PONTIANAK;CP MEMPAWAH;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL PALEMBANG; AREA PALEMBANG;CP PRABUMULIH;cabang;RO;Sikap Saat Mengakhiri Pelayanan;50
KANWIL SEMARANG; AREA PURWOKERTO;CP PURBALINGGA;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL SEMARANG; AREA PATI;CP REMBANG;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL SEMARANG; AREA SEMARANG;CP SALATIGA SELATAN;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL BALIKPAPAN; AREA SAMARINDA;CP MARTADINATA;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL BALIKPAPAN; AREA SAMARINDA;CP SAMARINDA SEBERANG;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL BALIKPAPAN; AREA SAMARINDA;CP SEMPAJA;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL BALIKPAPAN; AREA SAMARINDA;CP SUNGAI PINANG;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL SURABAYA; AREA PAMEKASAN;CPS SAMPANG;cabang;RO;Sikap Saat Mengakhiri Pelayanan;100
KANWIL SURABAYA; AREA PAMEKASAN;CPS SAMPANG KOTA;cabang;RO;Sikap Saat Mengakhiri Pelayanan;85
KANWIL SURABAYA; AREA PAMEKASAN;UPS KETAPANG;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MAKASAR; AREA BANTAENG;CP SELAYAR;cabang;RO;Sikap Saat Mengakhiri Pelayanan;100
KANWIL SEMARANG; AREA SEMARANG;CP KARANGTURI;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL SEMARANG; AREA SEMARANG;CPS KALIGARANG;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL SEMARANG; AREA SEMARANG;CP PONCOL;cabang;RO;Sikap Saat Mengakhiri Pelayanan;40
KANWIL SEMARANG; AREA SEMARANG;CP NGALIYAN;cabang;RO;Sikap Saat Mengakhiri Pelayanan;110
KANWIL SEMARANG; AREA SEMARANG;CP KALIBANTENG;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL SEMARANG; AREA SEMARANG;CP BANYUMANIK;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MEDAN; AREA MEDAN 2;CP PERBAUNGAN;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL SURABAYA; AREA SURABAYA 2;CP SEPANJANG;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL SURABAYA; AREA SURABAYA 2;CPS SIDOARJO;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL SURABAYA; AREA SURABAYA 2;CP GEDANGAN;cabang;RO;Sikap Saat Mengakhiri Pelayanan;25
KANWIL SURABAYA; AREA SURABAYA 2;CP SIDOARJO;cabang;RO;Sikap Saat Mengakhiri Pelayanan;50
KANWIL DENPASAR; AREA ENDE;CP MAUMERE;cabang;RO;Sikap Saat Mengakhiri Pelayanan;80
KANWIL MEDAN; AREA MEDAN 2;CP SERBALAWAN;cabang;RO;Sikap Saat Mengakhiri Pelayanan;80
KANWIL BALIKPAPAN; AREA PONTIANAK;CP SINTANG;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL PEKANBARU; AREA PADANG;CP SOLOK;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MAKASAR; AREA PARE-PARE;CP WATANSOPPENG;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MAKASAR; AREA PARE-PARE;CP CABENGE;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL SEMARANG; AREA SURAKARTA;CP SRAGEN;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL DENPASAR; AREA ENDE;CP WAITABULA;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL DENPASAR; AREA DOMPU;CP TALIWANG;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL SURABAYA; AREA PAMEKASAN;CPS PAMOLOKAN;cabang;RO;Sikap Saat Mengakhiri Pelayanan;60
KANWIL SURABAYA; AREA PAMEKASAN;CPS PRENDUAN;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL SURABAYA; AREA PAMEKASAN;CPS SUMENEP;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL SURABAYA; AREA SURABAYA 1;CP MULYOSARI;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL SURABAYA; AREA SURABAYA 1;CPS BLAURAN;cabang;RO;Sikap Saat Mengakhiri Pelayanan;75
KANWIL SURABAYA; AREA SURABAYA 1;CPS BABAKAN;cabang;RO;Sikap Saat Mengakhiri Pelayanan;50
KANWIL SURABAYA; AREA SURABAYA 2;CP MANUKAN;cabang;RO;Sikap Saat Mengakhiri Pelayanan;100
KANWIL SURABAYA; AREA SURABAYA 1;CP BENTENG;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL SURABAYA; AREA SURABAYA 2;CP WIYUNG;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL SURABAYA; AREA SURABAYA 1;CP KALIANYAR;cabang;RO;Sikap Saat Mengakhiri Pelayanan;50
KANWIL SURABAYA; AREA SURABAYA 1;CP BRATANG;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL SURABAYA; AREA SURABAYA 2;CP JEMURSARI;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL SEMARANG; AREA SURAKARTA;CPS SOLO BARU;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL SEMARANG; AREA SURAKARTA;CP PURWOTOMO;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL SEMARANG; AREA SURAKARTA;CP COKRONEGARAN;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL SEMARANG; AREA SURAKARTA;CP GADING;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL BALIKPAPAN; AREA BANJARMASIN;CP TABALONG;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL DENPASAR; AREA DENPASAR;CP TABANAN;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MAKASAR; AREA MAKASAR 2;CP TAKALAR;cabang;RO;Sikap Saat Mengakhiri Pelayanan;75
KANWIL JAKARTA 2; AREA TANGERANG;CP KARAWACI;cabang;RO;Sikap Saat Mengakhiri Pelayanan;100
KANWIL JAKARTA 2; AREA TANGERANG;CPS PASAR BABAKAN;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL JAKARTA 2; AREA KALIDERES;CP KREO;cabang;RO;Sikap Saat Mengakhiri Pelayanan;100
KANWIL JAKARTA 2; AREA CIRENDEU;CP PASAR CIPUTAT;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL JAKARTA 2; AREA CIRENDEU;CP BINTARO SEKTOR 3;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL JAKARTA 2; AREA CIRENDEU;CP PAMULANG;cabang;RO;Sikap Saat Mengakhiri Pelayanan;110
KANWIL JAKARTA 2; AREA TANGERANG;CP PASAR MODERN;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL JAKARTA 2; AREA TANGERANG;CP SERPONG;cabang;RO;Sikap Saat Mengakhiri Pelayanan;110
KANWIL JAKARTA 2; AREA TANGERANG;CP BSD CITY;cabang;RO;Sikap Saat Mengakhiri Pelayanan;25
KANWIL MEDAN; AREA RANTAU PRAPAT;CP TARUTUNG;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL BALIKPAPAN; AREA TARAKAN;CP TARAKAN;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL BALIKPAPAN; AREA TARAKAN;CPS TARAKAN;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL SEMARANG; AREA PURWOKERTO;CP TEMANGGUNG;cabang;RO;Sikap Saat Mengakhiri Pelayanan;50
KANWIL MANADO; AREA MANADO 2;CP TERNATE;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MANADO; AREA MANADO 2;CPS TERNATE PELABUHAN;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MANADO; AREA MANADO 2;CP BASTIONG;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL DENPASAR; AREA KUPANG;CP SOE;cabang;RO;Sikap Saat Mengakhiri Pelayanan;75
KANWIL DENPASAR; AREA KUPANG;CP KEFAMENANU;cabang;RO;Sikap Saat Mengakhiri Pelayanan;50
KANWIL MANADO; AREA PALU;CP TOLITOLI;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MANADO; AREA MANADO 2;CP TOMOHON;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MAKASAR; AREA PALOPO;CP SENGKANG;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MAKASAR; AREA PALOPO;CP PASAR MINI;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL SEMARANG; AREA SURAKARTA;CP WONOGIRI;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL SEMARANG; AREA SURAKARTA;CP JATISRONO;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL SEMARANG; AREA YOGYAKARTA;CP BASEN;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL SEMARANG; AREA YOGYAKARTA;CPS KUSUMANEGARA;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL SEMARANG; AREA YOGYAKARTA;CP LEMPUYANGAN;cabang;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MANADO; AREA GORONTALO;UPC PARIS MALL;upc;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL PALEMBANG; AREA LAMPUNG;UPC PASAR KLIWON;upc;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL PALEMBANG; AREA PALEMBANG;UPC OPI RAYA;upc;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL SURABAYA; AREA PAMEKASAN;UPS LABANG;upc;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MEDAN; AREA MEDAN 2;UPC SEKSAMA;upc;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL SURABAYA; AREA PAMEKASAN;UPS DIPONEGORO;upc;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MAKASAR; AREA PARE-PARE;UPC BARAKA;upc;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL PALEMBANG; AREA JAMBI;UPC MANNA;upc;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL JAKARTA 2; AREA CIRENDEU;UPC PESANGGRAHAN;upc;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MEDAN; AREA RANTAU PRAPAT;UPC ASAHAN;upc;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MANADO; AREA SORONG;UPC WASIOR;upc;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MAKASAR; AREA KENDARI;UPC LAWATA;upc;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MAKASAR; AREA MAKASAR 2;UPC TODDOPULI BARU;upc;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MAKASAR; AREA PALOPO;UPC ATAPANGE;upc;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL BALIKPAPAN; AREA BANJARMASIN;UPC GUNUNG MAS;upc;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL JAKARTA 2; AREA TANJUNG PRIUK;UPS BANGUN CIPTA SARANA;upc;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL DENPASAR; AREA DOMPU;UPS TAMAN KOTA;upc;RO;Sikap Saat Mengakhiri Pelayanan;80
KANWIL MANADO; AREA PALU;UPC PANASAKAN;upc;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MANADO; AREA JAYAPURA;UPC KOTA BARU;upc;RO;Sikap Saat Mengakhiri Pelayanan;110
KANWIL MAKASAR; AREA PALOPO;UPC SABANG PARU;upc;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL BALIKPAPAN; AREA SAMARINDA;UPC PASAR MANGKURAWANG;upc;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL PEKANBARU; AREA PEKANBARU;UPC SOREK;upc;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL JAKARTA 1; AREA SENEN;UPS TAMAN SOLO GAJAH MADA;upc;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MANADO; AREA MANADO 2;UPC KAO;upc;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL BANDUNG; AREA CIREBON;UPS KARANGSINOM;upc;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL BALIKPAPAN; AREA BALIKPAPAN;UPC BONTO BULAENG;upc;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL DENPASAR; AREA AMPENAN;UPS PRINGGARATA;upc;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL BALIKPAPAN; AREA TARAKAN;UPC PASAR GAYAM;upc;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL PEKANBARU; AREA BATAM;UPC DABO SINGKEP;upc;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL PEKANBARU; AREA PADANG;UPC LINTAU;upc;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MANADO; AREA MANADO 1;UPC BAILANG;upc;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL JAKARTA 2; AREA TANGERANG;UPS MALABAR;upc;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MAKASAR; AREA MAKASAR 1;UPC PARUMPA;upc;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL SURABAYA; AREA SURABAYA 1;UPS SUCI;upc;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL JAKARTA 1; AREA BOGOR;UPS PONDOK DUTA;upc;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MANADO; AREA GORONTALO;UPS  PASAR SERASI;upc;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MAKASAR; AREA BANTAENG;UPC PASAR SENTRAL BULUKUMBA;upc;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MEDAN; AREA MEDAN 1;UPC BRASTAGI;upc;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL BANDUNG; AREA BANDUNG 1;UPS KEBON KOPI;upc;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL MAKASAR; AREA AMBON;UPC PANGKALAN;upc;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL JAKARTA 1; AREA KRAMATJATI;UPS EMPAT DELAPAN;upc;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL SEMARANG; AREA PATI;UPS PASAR BINTORO DEMAK;upc;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL DENPASAR; AREA DENPASAR 2;UPS NANGKA;upc;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL JAKARTA 2; AREA CIRENDEU;UPS PONDOK CABE;upc;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL SEMARANG; AREA TEGAL;UPS WARUNGASEM;upc;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL BANDUNG; AREA BANDUNG 2;UPS GRIYA PLERED INDAH;upc;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL SURABAYA; AREA PROBOLINGGO;UPS UNTUNG SUROPATI;upc;RO;Sikap Saat Mengakhiri Pelayanan;80
KANWIL SEMARANG; AREA SEMARANG;UPS KENDAL PERMAI;upc;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL SEMARANG; AREA SURAKARTA;UPS PASAR DELANGGU KERTEN;upc;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL DENPASAR; AREA DENPASAR;UPS AYANI;upc;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL JAKARTA 2; AREA KALIDERES;UPS CITRA NIAGA;upc;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL JAKARTA 1; AREA JATIWARINGIN;UPS PERJUANGAN BARU;upc;RO;Sikap Saat Mengakhiri Pelayanan;50
KANWIL SURABAYA; AREA MALANG;UPS PSR GADANG;upc;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL JAKARTA 2; AREA KEBAYORAN BARU;UPS SILIWANGI;upc;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL SEMARANG; AREA PURWOKERTO;UPS PSR SANGKAL PUTUNG;upc;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL SEMARANG; AREA YOGYAKARTA;UPS PASAR TELLO;upc;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL BANDUNG; AREA TASIKMALAYA;UPS  AHMAD DAHLAN;upc;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL JAKARTA 1; AREA BEKASI;UPS KARTINI;upc;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL SURABAYA; AREA SURABAYA 2;UPS KARANGPILANG;upc;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL SURABAYA; AREA JEMBER;UPS PASAR TANJUNG;upc;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL SURABAYA; AREA MADIUN;UPS JOMBANG;upc;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL BALIKPAPAN; AREA PONTIANAK;BRI UNIT BATU BUIL SINTANG;collocation;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL BALIKPAPAN; AREA BANJARMASIN;BRI UNIT KERENG PANGI PALANGKA;collocation;RO;Sikap Saat Mengakhiri Pelayanan;
KANWIL DENPASAR; AREA ENDE;BRI UNIT SURISINA BAJAWA;collocation;RO;Sikap Saat Mengakhiri Pelayanan;
